text,polarity,magnitude
We tried to cheer him up by taking him out.,-1,0.2
We elected him as our Representative.,1,0.8
We looked down on him as a coward.,-1,0.8
We look up to him as a good senior.,1,0.8
We must not give way to their demands.,-1,0.8
We had to yield to their request.,-1,0
"We thought their shop was a failure, but now they've gotten out from under and even expanded.",-1,0.7
We will give them moral support.,1,0
We provided them with money and clothes.,1,0.7
We went to court when they refused to pay for the damage.,-1,0.9
We were unable to follow his logic.,-1,0.6
We have specific proof of your innocence.,1,0
We cannot help respecting his courage.,-1,0.9
We can rely on his judgement.,1,0.4
We applauded his honesty.,1,0.5
We expect him to succeed.,1,0.1
We accepted his offer.,1,0
We opposed his plan to build a new road.,1,0.8
We got into his car and went to the sea.,1,0.2
We were surprised to see his injuries.,1,0
We are under his command.,1,0.1
We were shocked at the news of his death.,1,0
We regret his death.,-1,0.5
We compared his work with hers.,1,0.2
We appreciate his talent.,1,0.8
We cannot help admiring his talent.,-1,0.4
We thought much of his first novel.,-1,0
We were surprised at his conduct.,1,0.5
We were greatly surprised at the news of his sudden death.,-1,0
We are sorry for his mistake.,-1,0.7
We were afraid that we might hurt his feelings.,1,0.4
We cannot speak too highly of his great achievements.,1,0.8
We cannot but wonder at his skill in skiing.,-1,0.1
We were all greatly amused by his jokes.,1,0.7
We came to the conclusion that we should help him.,1,0.4
We bound him to secrecy.,1,0.2
We should have told him the truth.,-1,0.4
We basked in his favor.,1,0.1
We called upon him for a speech.,1,0
We demanded that he explain to us why he was late.,-1,0.3
We had no choice but to leave the matter to him.,-1,0.5
We expect much of him.,1,0
We showed him some pictures of the Alps.,1,0.1
We are expecting him any moment.,-1,0
"We are, in large measure, responsible for students' success in the entrance exam.",1,0.1
We took his success for granted.,1,0.1
We could not but give him up for dead.,-1,0.7
We received word of his death.,1,0.1
We expected him to support us.,1,0.1
We expect that he'll help us.,1,0.3
"We objected, but she went out anyway.",-1,0
We admit that he is a man of ability.,1,0
We went to the museum.,-1,0
We walked along an avenue of tall poplars.,-1,0.3
We had a gallop over the hill.,-1,0.3
We never work on Sunday.,-1,0.7
We are enthusiastic Hanshin Tigers fans.,1,0.2
We work on every day of the week except Sunday.,1,0.7
We tend to think that our time is our own only on Sundays and holidays.,1,0.6
We are subject to the Constitution of Japan.,1,0
We must maintain the friendly relations between Japan and the U.S.,1,0.9
We should have taken the schedule into consideration.,1,0
We must sleep at least eight hours a day.,1,0.2
We work by the day.,1,0.2
We have kept in constant touch for twenty years.,1,0.6
We are entitled to vote at the age of twenty.,-1,0
We weighed one opinion against the other.,-1,0.2
We are confronted with a difficult situation.,-1,0.8
We learn to read and write.,-1,0
We found that we had lost our way.,-1,0.2
We hold the same principles.,1,0.1
We gave you credit for more sense than that.,1,0.2
We found the stolen bag in this bush.,1,0.1
We lack an incentive for pursuing the eastern market.,-1,0.4
We decided by vote.,1,0.1
We selected the chairman by a vote.,-1,0.3
We took a ferry from the island to the mainland.,-1,0.3
We met along the way.,1,0.3
We talked on the telephone.,-1,0.2
We spent our holiday exploring rural France.,1,0.6
We must have respect for tradition.,1,0.8
We had better utilize our natural resources.,-1,0.3
We postponed our picnic pending a change in the weather.,1,0.2
We must try to conserve our natural resources.,1,0
We prevailed over our enemy.,-1,0.8
We contracted to build a railway.,1,0
We crept toward the enemy.,-1,0
We took the enemy by surprise.,1,0.2
We fired guns at the enemy.,-1,0.7
We are faced with the alternatives of resistance or slavery.,1,0.1
We should deal with this matter without delay.,1,0.4
We must die sooner or later.,1,0.5
We eat bread and butter for lunch.,1,0.3
We felt the ground sinking.,1,0.2
We have to respect local customs.,1,0
We must think about the community.,1,0.3
We haven't known each other long.,-1,0.3
We had to learn to read the word.,-1,0
None of us are related to the problem.,-1,0.1
Every one of us is more or less interested in art.,-1,0.2
We were taught that World War II broke out in 1939.,1,0.1
We sang in loud voices.,-1,0
We roared with laughter.,1,0.3
We came up against massive popular resistance.,1,0.3
We used to compete furiously in college.,-1,0.3
We arranged the books according to size.,1,0.1
We arrived at a compromise.,1,0.7
We have no choice but to compromise.,-1,0.2
We will explore every planet that goes around the sun.,1,0.9
We watched the sun setting behind the mountains.,1,0.8
We should make the most of solar energy.,1,0.2
"We are exploring new sources, such as solar and atomic energy.",1,0.6
We must get over many difficulties.,1,0.3
We build and maintain relationships with others.,1,0.6
We've become a mockery to the whole village.,-1,0.5
We are forty three in all.,-1,0.1
We looked out the window but saw nothing.,-1,0.8
We must sow the seeds of mutual understanding.,1,0.2
We must beef up our organization.,1,0.5
We agreed to start early.,-1,0
We named my son after my grandfather.,1,0.1
We set to work with might and main.,1,0
There are seven of us.,-1,0
We all knelt down to pray.,-1,0.1
We shared the profit among us all.,1,0.1
We're elected.,-1,0
We have to distinguish right from wrong.,-1,0.5
We are entering a new phase in the war.,1,0.2
We are against war.,-1,0.4
We had to do without oil during the war.,1,0.3
We will never countenance terrorism.,-1,0.7
We were driven to the wall.,-1,0
We take oil for granted.,-1,0.3
We sang songs in chorus.,1,0.1
We need to nourish our spirit.,1,0.3
We work for our living.,1,0.6
"We eat to live, not live to eat.",-1,0.7
We eat so we can live.,1,0.5
We found him alive.,1,0.7
We must continue to study as long as we live.,1,0.7
We will get to Tokyo Station at noon.,1,0.4
We are to meet at noon.,1,0.1
We studied the government's economic policy.,-1,0.2
We argued politics.,-1,0.5
We should observe the speed limit.,-1,0
We are longing for world peace.,1,0.7
We are anxious for world peace.,1,0
We should make every effort to maintain world peace.,1,0.6
We beamed the message to the world.,1,0.1
We debated on the question of world population.,1,0.2
We provided the flood victims with food and clothing.,1,0.3
We found it very hard going back to our base camp in the blizzard.,-1,0.8
We compare life to a journey.,1,0.3
We shall continue our efforts to eradicate racial discrimination.,-1,0.9
We cannot stand quiet and watch people starve.,-1,0.6
We have just enough to live.,1,0.6
We talked in sign language.,-1,0.4
We exchanged phone numbers at the end of the gathering.,-1,0.4
We deepened our friendship.,1,0.2
We entered into a serious conversation.,-1,0.8
We went due north.,-1,0.1
We cleared a path through the woods.,1,0.3
We went astray in the woods.,-1,0.3
We are faced with new kinds of diseases.,1,0.2
We began on a new project.,1,0
Now that we are established in our new house we shall be glad to receive visitors.,1,0.8
We've got to move very carefully.,1,0
We enjoyed ourselves to the fullest.,1,0.9
We live in a three-bedroom house.,1,0.4
We must pay attention to traffic signals.,1,0.2
We went into a shop to get some food.,1,0
We must always try to serve others.,1,0.4
We should always be careful of what we do.,-1,0
We must always do our best.,1,0.9
We must always provide against disasters.,1,0.3
We must always be prepared for the worst.,-1,0.9
We are always aiming at improving the quality of service.,1,0.5
We heard a cry from above.,1,0
We have to stand up for minority rights.,-1,0.3
We headed for the mountain cottage.,1,0.5
We discussed our future plan.,1,0.8
We have to look the future straight in the eye and prepare to get through the coming crisis.,1,0.2
We must provide for the future.,1,0.8
We had to start our business from zero.,-1,0.5
We are firmly confident of victory.,1,0.9
They gained a victory.,1,0.6
We ought to win.,1,0.1
We said we should win.,1,0
We laid the injured man on the grass.,1,0.1
We failed due to a lack of preparation.,-1,0.8
You may rest assured that we shall do all we can.,1,0.1
We should strike a balance between our expenditure and income.,1,0
There is nothing for it but to put off our departure.,-1,0.8
In the fall we harvest our summer crops.,1,0.6
We negotiated with the president about our working hours.,1,0
We looked about us.,1,0
We're eating up a lot of time writing letters by hand.,-1,0.4
We can dispose the car.,1,0.1
We agreed to refrain from smoking while we are at work.,-1,0.1
We must work hard to break down social barriers.,1,0.1
We have to put right what we have done wrong.,-1,0.6
We stand for liberty.,1,0.4
It is important that we should do our duty.,1,0.7
We are to preserve nature.,1,0.5
We cannot subdue nature.,-1,0.3
We have to transmit our culture to the next generation.,1,0.3
We've fixed on starting next Sunday.,-1,0.2
We should read the newspaper so as not to lag behind the times.,-1,0.1
We must keep up with the times.,1,0.7
We should sometimes expose our bodies to the sun.,1,0.4
We are apt to waste time.,-1,0.6
We value punctuality.,1,0.5
We regard the situation as serious.,-1,0
We have to make a close analysis of the accident.,-1,0
We must make a close analysis of the causes of the accident.,-1,0.2
We have to get at the truth of the matter.,-1,0.1
We have limited resources.,-1,0.3
We abandoned the project because of a lack of funds.,-1,0.7
We've run short of money.,-1,0.5
We enjoyed watching the game.,1,0.4
We must abide by the rules of the game.,1,0.7
We should do away with the death penalty.,-1,0.1
We explored all possible ways of cutting expenditures.,1,0
We usually met at a certain place in the city.,1,0.1
We left early so that we can catch the first train.,1,0.1
We returned to Honolulu on April 2.,-1,0.8
We were forced to work hard.,-1,0.8
We yawn when we are short of oxygen.,-1,0.5
We crawled like so many ants along the mountain pass.,1,0.2
We stood on the top of the mountain.,1,0.2
We climbed up the stream in the mountain.,1,0.1
